case	row_number	check	status	detail
clean_aggregate_manifest		required_columns_present	PASS	all required columns present
clean_aggregate_manifest		no_extra_columns	PASS	no extra columns
clean_aggregate_manifest		has_at_least_one_row	PASS	9
clean_aggregate_manifest	1	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	1	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	1	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	1	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	1	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	2	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	2	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	2	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	2	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	2	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	3	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	3	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	3	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	3	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	3	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	4	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	4	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	4	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	4	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	4	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	5	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	5	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	5	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	5	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	5	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	6	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	6	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	6	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	6	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	6	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	7	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	7	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	7	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	7	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	7	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	8	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	8	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	8	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	8	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	8	sha_recorded_or_not_recordable	PASS	synthetic
clean_aggregate_manifest	9	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
clean_aggregate_manifest	9	sensitivity_class_safe	PASS	derived_non_sensitive_summary
clean_aggregate_manifest	9	commit_allowed_safe	PASS	yes
clean_aggregate_manifest	9	bytes_present_or_unknown	PASS	123
clean_aggregate_manifest	9	sha_recorded_or_not_recordable	PASS	synthetic
missing_required_column		required_columns_present	FAIL	sha256_if_recordable
missing_required_column		no_extra_columns	PASS	no extra columns
missing_required_column		has_at_least_one_row	PASS	1
missing_required_column	1	path_is_relative_non_sensitive_aggregate	PASS	relative_non_sensitive_aggregate_path
